Date,Name,Subclass,Price,Fuel Type,Division,Retailer,District
2025-02-12,LEFKIOS NICOLAOU ENTERPRISES LIMITED,Liquid fuels,1.048,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-12,LEFKIOS NICOLAOU ENTERPRISES LIMITED,Liquid fuels,1.149,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-12,S.K.P. ENTERPRISES LIMITED,Petrol,1.438,Unleaded 95,TRANSPORT,ESSO,Limassol
2025-02-12,S.K.P. ENTERPRISES LIMITED,Petrol,1.518,Unleaded 98,TRANSPORT,ESSO,Limassol
2025-02-12,S.K.P. ENTERPRISES LIMITED,Diesel,1.528,Diesel,TRANSPORT,ESSO,Limassol
2025-02-12,S.K.P. ENTERPRISES LIMITED,Liquid fuels,1.058,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-12,S.K.P. ENTERPRISES LIMITED,Liquid fuels,1.076,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.439,Unleaded 95,TRANSPORT,EKO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Diesel,1.539,Diesel,TRANSPORT,EKO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-12,INDEXICO LIMITED,Petrol,1.439,Unleaded 95,TRANSPORT,SHELL,Limassol
2025-02-12,INDEXICO LIMITED,Petrol,1.569,Unleaded 98,TRANSPORT,SHELL,Limassol
2025-02-12,INDEXICO LIMITED,Diesel,1.535,Diesel,TRANSPORT,SHELL,Limassol
2025-02-12,INDEXICO LIMITED,Liquid fuels,1.055,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Limassol
2025-02-12,INDEXICO LIMITED,Liquid fuels,1.097,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Limassol
2025-02-12,E&P PETROL STATION LTD,Petrol,1.439,Unleaded 95,TRANSPORT,ESSO,Limassol
2025-02-12,E&P PETROL STATION LTD,Petrol,1.519,Unleaded 98,TRANSPORT,ESSO,Limassol
2025-02-12,E&P PETROL STATION LTD,Diesel,1.529,Diesel,TRANSPORT,ESSO,Limassol
2025-02-12,E&P PETROL STATION LTD,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-12,E&P PETROL STATION LTD,Liquid fuels,1.099,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.439,Unleaded 95,TRANSPORT,PETROLINA,Limassol
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.518,Unleaded 98,TRANSPORT,PETROLINA,Limassol
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.529,Diesel,TRANSPORT,PETROLINA,Limassol
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.098,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-12,S & K TIGGER TRADING LIMITED,Petrol,1.439,Unleaded 95,TRANSPORT,ESSO,Limassol
2025-02-12,S & K TIGGER TRADING LIMITED,Petrol,1.519,Unleaded 98,TRANSPORT,ESSO,Limassol
2025-02-12,S & K TIGGER TRADING LIMITED,Diesel,1.529,Diesel,TRANSPORT,ESSO,Limassol
2025-02-12,S & K TIGGER TRADING LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-12,S & K TIGGER TRADING LIMITED,Liquid fuels,1.099,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.439,Unleaded 95,TRANSPORT,EKO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Diesel,1.539,Diesel,TRANSPORT,EKO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-12,INDEXICO LIMITED,Petrol,1.439,Unleaded 95,TRANSPORT,SHELL,Limassol
2025-02-12,INDEXICO LIMITED,Petrol,1.569,Unleaded 98,TRANSPORT,SHELL,Limassol
2025-02-12,INDEXICO LIMITED,Diesel,1.535,Diesel,TRANSPORT,SHELL,Limassol
2025-02-12,INDEXICO LIMITED,Liquid fuels,1.055,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Limassol
2025-02-12,INDEXICO LIMITED,Liquid fuels,1.097,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Limassol
2025-02-12,E&P PETROL STATION LTD,Petrol,1.439,Unleaded 95,TRANSPORT,ESSO,Limassol
2025-02-12,E&P PETROL STATION LTD,Petrol,1.519,Unleaded 98,TRANSPORT,ESSO,Limassol
2025-02-12,E&P PETROL STATION LTD,Diesel,1.529,Diesel,TRANSPORT,ESSO,Limassol
2025-02-12,E&P PETROL STATION LTD,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-12,E&P PETROL STATION LTD,Liquid fuels,1.099,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Limassol
2025-02-12,KYRIAKOS KOMPOS & YIOI LIMITED,Petrol,1.449,Unleaded 95,TRANSPORT,SHELL,Limassol
2025-02-12,KYRIAKOS KOMPOS & YIOI LIMITED,Petrol,1.559,Unleaded 98,TRANSPORT,SHELL,Limassol
2025-02-12,KYRIAKOS KOMPOS & YIOI LIMITED,Diesel,1.539,Diesel,TRANSPORT,SHELL,Limassol
2025-02-12,KYRIAKOS KOMPOS & YIOI LIMITED,Liquid fuels,1.069,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Limassol
2025-02-12,KYRIAKOS KOMPOS & YIOI LIMITED,Liquid fuels,1.169,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Limassol
2025-02-12,NIKOS S. NIKOLAIDIS LIMITED,Petrol,1.453,Unleaded 95,TRANSPORT,ENI,Limassol
2025-02-12,NIKOS S. NIKOLAIDIS LIMITED,Petrol,1.518,Unleaded 98,TRANSPORT,ENI,Limassol
2025-02-12,NIKOS S. NIKOLAIDIS LIMITED,Diesel,1.54,Diesel,TRANSPORT,ENI,Limassol
2025-02-12,NIKOS S. NIKOLAIDIS LIMITED,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI,Limassol
2025-02-12,NIKOS S. NIKOLAIDIS LIMITED,Liquid fuels,1.13,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI,Limassol
2025-02-12,PAMBINOS & SONS LIMITED,Petrol,1.453,Unleaded 95,TRANSPORT,EKO,Limassol
2025-02-12,PAMBINOS & SONS LIMITED,Petrol,1.518,Unleaded 98,TRANSPORT,EKO,Limassol
2025-02-12,PAMBINOS & SONS LIMITED,Diesel,1.54,Diesel,TRANSPORT,EKO,Limassol
2025-02-12,PAMBINOS & SONS LIMITED,Liquid fuels,1.081,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-12,PAMBINOS & SONS LIMITED,Liquid fuels,1.117,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Limassol
2025-02-12,KIKIS P. MICHAILOUDIS LIMITED,Petrol,1.453,Unleaded 95,TRANSPORT,PETROLINA,Limassol
2025-02-12,KIKIS P. MICHAILOUDIS LIMITED,Petrol,1.518,Unleaded 98,TRANSPORT,PETROLINA,Limassol
2025-02-12,KIKIS P. MICHAILOUDIS LIMITED,Diesel,1.542,Diesel,TRANSPORT,PETROLINA,Limassol
2025-02-12,KIKIS P. MICHAILOUDIS LIMITED,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-12,KIKIS P. MICHAILOUDIS LIMITED,Liquid fuels,1.12,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Limassol
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.414,Unleaded 95,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Diesel,1.539,Diesel,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.414,Unleaded 95,TRANSPORT,SHELL,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.524,Unleaded 98,TRANSPORT,SHELL,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Diesel,1.529,Diesel,TRANSPORT,SHELL,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Liquid fuels,1.058,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Liquid fuels,1.097,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Larnaca
2025-02-12,TRIKENO LTD,Petrol,1.423,Unleaded 95,TRANSPORT,ESSO,Larnaca
2025-02-12,TRIKENO LTD,Petrol,1.497,Unleaded 98,TRANSPORT,ESSO,Larnaca
2025-02-12,TRIKENO LTD,Diesel,1.529,Diesel,TRANSPORT,ESSO,Larnaca
2025-02-12,TRIKENO LTD,Liquid fuels,1.039,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Larnaca
2025-02-12,TRIKENO LTD,Liquid fuels,1.067,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Larnaca
2025-02-12,P1 PETROLEUM LIMITED,Petrol,1.423,Unleaded 95,TRANSPORT,ESSO,Larnaca
2025-02-12,P1 PETROLEUM LIMITED,Petrol,1.509,Unleaded 98,TRANSPORT,ESSO,Larnaca
2025-02-12,P1 PETROLEUM LIMITED,Diesel,1.529,Diesel,TRANSPORT,ESSO,Larnaca
2025-02-12,P1 PETROLEUM LIMITED,Liquid fuels,1.039,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Larnaca
2025-02-12,P1 PETROLEUM LIMITED,Liquid fuels,1.077,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.423,Unleaded 95,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Diesel,1.529,Diesel,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.423,Unleaded 95,TRANSPORT,SHELL,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.533,Unleaded 98,TRANSPORT,SHELL,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Diesel,1.529,Diesel,TRANSPORT,SHELL,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Liquid fuels,1.058,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Larnaca
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Liquid fuels,1.097,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Larnaca
2025-02-12,M.A.N.I. PANAGIOTOU LTD,Petrol,1.423,Unleaded 95,TRANSPORT,ESSO,Larnaca
2025-02-12,M.A.N.I. PANAGIOTOU LTD,Petrol,1.509,Unleaded 98,TRANSPORT,ESSO,Larnaca
2025-02-12,M.A.N.I. PANAGIOTOU LTD,Diesel,1.529,Diesel,TRANSPORT,ESSO,Larnaca
2025-02-12,M.A.N.I. PANAGIOTOU LTD,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Larnaca
2025-02-12,M.A.N.I. PANAGIOTOU LTD,Liquid fuels,1.119,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.423,Unleaded 95,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Diesel,1.529,Diesel,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.423,Unleaded 95,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Diesel,1.529,Diesel,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,P2 PETROLEUM LIMITED,Petrol,1.423,Unleaded 95,TRANSPORT,ESSO,Larnaca
2025-02-12,P2 PETROLEUM LIMITED,Petrol,1.509,Unleaded 98,TRANSPORT,ESSO,Larnaca
2025-02-12,P2 PETROLEUM LIMITED,Diesel,1.529,Diesel,TRANSPORT,ESSO,Larnaca
2025-02-12,P2 PETROLEUM LIMITED,Liquid fuels,1.039,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Larnaca
2025-02-12,P2 PETROLEUM LIMITED,Liquid fuels,1.077,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.423,Unleaded 95,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.497,Unleaded 98,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Diesel,1.529,Diesel,TRANSPORT,EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.433,Unleaded 95,TRANSPORT,PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.498,Unleaded 98,TRANSPORT,PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.52,Diesel,TRANSPORT,PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.098,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,STAUROS KARAGIANNAS LIMITED,Petrol,1.452,Unleaded 95,TRANSPORT,PETROLINA,Larnaca
2025-02-12,STAUROS KARAGIANNAS LIMITED,Petrol,1.516,Unleaded 98,TRANSPORT,PETROLINA,Larnaca
2025-02-12,STAUROS KARAGIANNAS LIMITED,Diesel,1.54,Diesel,TRANSPORT,PETROLINA,Larnaca
2025-02-12,STAUROS KARAGIANNAS LIMITED,Liquid fuels,1.109,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,KOSTAS SOTIRIOU & YIOS (STATHMOS VENZINIS) LIMITED,Petrol,1.453,Unleaded 95,TRANSPORT,PETROLINA,Larnaca
2025-02-12,KOSTAS SOTIRIOU & YIOS (STATHMOS VENZINIS) LIMITED,Petrol,1.548,Unleaded 98,TRANSPORT,PETROLINA,Larnaca
2025-02-12,KOSTAS SOTIRIOU & YIOS (STATHMOS VENZINIS) LIMITED,Diesel,1.545,Diesel,TRANSPORT,PETROLINA,Larnaca
2025-02-12,KOSTAS SOTIRIOU & YIOS (STATHMOS VENZINIS) LIMITED,Liquid fuels,1.179,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,KOSTAS SOTIRIOU & YIOS (STATHMOS VENZINIS) LIMITED,Liquid fuels,1.199,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.453,Unleaded 95,TRANSPORT,PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.518,Unleaded 98,TRANSPORT,PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.54,Diesel,TRANSPORT,PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.098,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.453,Unleaded 95,TRANSPORT,PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.518,Unleaded 98,TRANSPORT,PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.54,Diesel,TRANSPORT,PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.098,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,KALL-ENI CITY GAS STATION LTD,Petrol,1.453,Unleaded 95,TRANSPORT,ENI,Larnaca
2025-02-12,KALL-ENI CITY GAS STATION LTD,Petrol,1.518,Unleaded 98,TRANSPORT,ENI,Larnaca
2025-02-12,KALL-ENI CITY GAS STATION LTD,Diesel,1.54,Diesel,TRANSPORT,ENI,Larnaca
2025-02-12,KALL-ENI CITY GAS STATION LTD,Liquid fuels,1.098,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI,Larnaca
2025-02-12,GEORGIA NIKOLAOU LTD,Petrol,1.453,Unleaded 95,TRANSPORT,PETROLINA,Larnaca
2025-02-12,GEORGIA NIKOLAOU LTD,Petrol,1.518,Unleaded 98,TRANSPORT,PETROLINA,Larnaca
2025-02-12,GEORGIA NIKOLAOU LTD,Diesel,1.539,Diesel,TRANSPORT,PETROLINA,Larnaca
2025-02-12,GEORGIA NIKOLAOU LTD,Liquid fuels,1.066,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,GEORGIA NIKOLAOU LTD,Liquid fuels,1.097,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Larnaca
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.447,Unleaded 95,TRANSPORT,PETROLINA,Paphos
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Petrol,1.518,Unleaded 98,TRANSPORT,PETROLINA,Paphos
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Diesel,1.54,Diesel,TRANSPORT,PETROLINA,Paphos
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.067,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Paphos
2025-02-12,PETROLINA (HOLDINGS) PUBLIC LIMITED,Liquid fuels,1.098,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA,Paphos
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.448,Unleaded 95,TRANSPORT,SHELL,Paphos
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Petrol,1.558,Unleaded 98,TRANSPORT,SHELL,Paphos
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Diesel,1.538,Diesel,TRANSPORT,SHELL,Paphos
2025-02-12,CORAL ENERGY PRODUCTS CYPRUS LTD,Liquid fuels,1.058,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL,Paphos
2025-02-12,"""ADELFOI KOURIDI LIMITED""",Petrol,1.449,Unleaded 95,TRANSPORT,ESSO,Paphos
2025-02-12,"""ADELFOI KOURIDI LIMITED""",Petrol,1.525,Unleaded 98,TRANSPORT,ESSO,Paphos
2025-02-12,"""ADELFOI KOURIDI LIMITED""",Diesel,1.539,Diesel,TRANSPORT,ESSO,Paphos
2025-02-12,"""ADELFOI KOURIDI LIMITED""",Liquid fuels,1.065,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Paphos
2025-02-12,"""ADELFOI KOURIDI LIMITED""",Liquid fuels,1.105,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Paphos
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.449,Unleaded 95,TRANSPORT,EKO,Paphos
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Petrol,1.499,Unleaded 98,TRANSPORT,EKO,Paphos
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Diesel,1.539,Diesel,TRANSPORT,EKO,Paphos
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.059,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-12,R.A.M. OIL CYPRUS LIMITED,Liquid fuels,1.068,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-12,ANDREAS M. KOMMATOS LIMITED,Petrol,1.449,Unleaded 95,TRANSPORT,EKO,Paphos
2025-02-12,ANDREAS M. KOMMATOS LIMITED,Petrol,1.499,Unleaded 98,TRANSPORT,EKO,Paphos
2025-02-12,ANDREAS M. KOMMATOS LIMITED,Diesel,1.539,Diesel,TRANSPORT,EKO,Paphos
2025-02-12,ANDREAS M. KOMMATOS LIMITED,Liquid fuels,1.06,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-12,ANDREAS M. KOMMATOS LIMITED,Liquid fuels,1.099,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
2025-02-12,CHARILAOS DANIIL LIMITED,Petrol,1.449,Unleaded 95,TRANSPORT,ESSO,Paphos
2025-02-12,CHARILAOS DANIIL LIMITED,Petrol,1.529,Unleaded 98,TRANSPORT,ESSO,Paphos
2025-02-12,CHARILAOS DANIIL LIMITED,Diesel,1.539,Diesel,TRANSPORT,ESSO,Paphos
2025-02-12,CHARILAOS DANIIL LIMITED,Liquid fuels,1.069,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Paphos
2025-02-12,CHARILAOS DANIIL LIMITED,Liquid fuels,1.109,Kerosene,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO,Paphos
2025-02-12,J.K PETROL STATION AND CARWASH LTD,Petrol,1.452,Unleaded 95,TRANSPORT,EKO,Paphos
2025-02-12,J.K PETROL STATION AND CARWASH LTD,Petrol,1.518,Unleaded 98,TRANSPORT,EKO,Paphos
2025-02-12,J.K PETROL STATION AND CARWASH LTD,Diesel,1.539,Diesel,TRANSPORT,EKO,Paphos
2025-02-12,J.K PETROL STATION AND CARWASH LTD,Liquid fuels,1.069,Heating Diesel,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO,Paphos
